,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,대표장르,감독,배우
846,847,가나의 혼인잔치: 언약,2020-11-26,3946000,0.00%,124676330,358,14138,2,6,미국,미국,정보없음,"(재)CBS,주식회사 블루필름웍스",전체관람가,다큐멘터리,정보없음,장광
847,847,지옥만세,정보없음,2864000,0.00%,2864000,358,358,1,3,한국,한국,정보없음,정보없음,정보없음,어드벤처,임오정,정보없음
848,847,캅샵: 미친놈들의 전쟁,2021-12-09,3310000,0.00%,45398370,358,5141,3,32,미국,미국,정보없음,"(주)제이앤씨미디어그룹,(주)씨네필운",15세이상관람가,액션,조 카나한,"제라드 버틀러,프랭크 그릴로"
849,850,아가씨와 건달들,1997-11-15,714000,0.00%,14284000,357,6795,1,8,미국,미국,사무엘 골드윈 컴퍼니,정보없음,고등학생이상관람가,코미디,조셉 L. 맨키위즈,"말론 브란도,진 시몬스"
850,850,황색리본,정보없음,753000,0.00%,6901000,357,3272,1,18,미국,미국,정보없음,정보없음,정보없음,드라마,존 포드,"존 웨인,조안나 드루"
851,852,산하는 요원하다,정보없음,712000,0.00%,4361000,356,2178,1,9,스위스,"스위스,미국",정보없음,정보없음,12세이상관람가,전쟁,프레드 진네만,"몽고메리 클리프트,알린 맥마흔"
852,852,아이돌레시피,2022-03-17,2972000,0.00%,2972000,356,356,11,78,한국,한국,주식회사 스태프이데아,(주)드림팩트엔터테인먼트,15세이상관람가,코미디,이호성,"이지훈,배우희,손병호,문종업,김나현,타카다 켄타,김소희,유호연,신혜리,문채영,레나,배재성,김도형,진수현,전창걸,유형준,장하나,이화린,문정미,강대윤,조혜란,최영은,나윤호,김기석,김주경,한봄,김세별,민주,채현,이화린,박진원"
853,854,피아골,1955-09-23,710000,0.00%,2552000,355,1276,1,9,한국,한국,백호프로덕션,정보없음,정보없음,드라마,이강천,"노경희,김진규,허장강,이예춘"
854,855,비우,정보없음,708000,0.00%,952000,354,476,1,16,프랑스,프랑스,정보없음,정보없음,정보없음,드라마,테렌스 영,"오마 샤리프,까뜨린느 드뇌브"
855,856,낙소스 섬의 아리아드네,2022-07-05,9458100,0.00%,9458100,352,352,6,44,미국,미국,정보없음,(주) 인스터 글로벌,전체관람가,공연,정보없음,정보없음
856,856,말 없는 사나이,정보없음,709000,0.00%,15934000,352,7141,1,16,미국,미국,정보없음,정보없음,전체관람가,코미디,존 포드,"존 웨인,모린 오하라,배리 피츠제럴드"
857,858,귀향,2006-09-21,2553000,0.00%,181596500,350,26625,2,39,스페인,스페인,까날 플러스,"해피송,(주)스폰지이엔티,(주)홈초이스",15세관람가,드라마,페드로 알모도바르,"페넬로페 크루즈,카르멘 마우라"
858,858,기생충,2019-05-30,3281700,0.00%,87463906795,350,10313513,8,51,한국,한국,(주)바른손이앤에이,(주)씨제이이엔엠,15세이상관람가,드라마,봉준호,"송강호,이선균,조여정,최우식,박소담,이정은,장혜진,박명훈,현승민,정현준,윤혜리,박근록,이시훈,김규백,설민,박가빈,정이서,조재명,정익한,안진상,이루아,김하언,하윤희,이도운,오별하,유인,유채련,정일화,지혜영,지연,최정연,서복현,심수미,장지우,한미자,주수지,강현규,고관재,박서준,곽신애,류영훈,문상근,김건,박재완,서한결,서희영,손지영,박혜숙,백동현,신승민,백승환,안성봉,염재민,오상준,오상준,김성수,김세인,윤영우,정재훈,김이슬,이종현,이주형,제승현,김혜련,김정우,이지혜,황인경,이덕형,이시은,김영조,이도용,김보령,김용각,정세현,이옥희,이상경,정아름,이은희,이인경,박미애,김진형,이시후,박재욱,양선영,장예원,최정현,김성준,최지원,김향배"
859,858,소돔과 고모라,1974-04-25,703500,0.00%,10456500,350,5261,1,14,미국,"미국,이탈리아,프랑스",정보없음,정보없음,정보없음,드라마,로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
860,858,숏버스 배우행,2021-12-30,3619400,0.00%,5171400,350,521,12,86,한국,한국,서울국제초단편영화제,"언더식스티,(주)퍼니콘",12세이상관람가,드라마,"이건휘,김내리,황지현,서태범,황재필,김효준","홍예리,장재희,황재필,윤해빈,이경훈,장은서,윤진,김구슬,정태야,전은미,박경관,이진,강구하,우연희,이솔,지희제,이고이,손영호,최지민,황지유,전은미,이은서,류현주,박시현,지성미,장호룡,황지현,홍예리,변준석,최혜선,김진구,이혜림,장덕주,장해환,장해솔,최주원,서태범,강지구,김근형,김무늬,김태훈,차재원"
861,858,신부의 아버지,정보없음,710000,0.00%,3577000,350,1510,1,12,미국,미국,정보없음,정보없음,12세이상관람가,코미디,빈센트 미넬리,"조안 베넷,엘리자베스 테일러,스펜서 트레이시,돈 테일러"
862,858,플레이밍 스타,정보없음,700000,0.00%,746000,350,373,1,9,미국,미국,정보없음,정보없음,정보없음,드라마,돈 시겔,"엘비스 프레슬리,돌로레스 델 리오,존 맥킨타이어"
863,864,라이안의 처녀,1972-02-29,758000,0.00%,1962000,349,670,1,12,영국,영국,정보없음,정보없음,정보없음,멜로/로맨스,데이빗 린,"트레버 하워드,로버트 미첨"
864,864,보리스 고두노프,2022-01-04,8252000,0.00%,8252000,349,349,6,46,미국,미국,정보없음,(주) 인스터 글로벌,전체관람가,공연,정보없음,정보없음
865,864,"천년의 노래, 리버스",2022-01-13,3224300,0.00%,3224300,349,349,10,49,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,성유진,정보없음
866,867,"굿바이, 평양",2011-03-03,2887000,0.00%,23774500,348,3317,2,12,한국,한국,지오엔터테인먼트,(주)키노아이디엠씨,전체관람가,다큐멘터리,양영희,"양영희,양공선,양건화,양선화"
867,868,아담과 이브,정보없음,692000,0.00%,2350000,346,1170,1,12,미국,미국,정보없음,정보없음,정보없음,코미디,조지 쿠커,"스펜서 트레이시,캐서린 헵번"
868,869,연애센터,정보없음,690000,0.00%,5182000,345,2576,1,9,미국,미국,정보없음,정보없음,정보없음,드라마,델머 데이브스,"트로이 도나휴,수잔 플레쉐트,로사노 브랏지"
869,870,종각,정보없음,686000,0.00%,3731000,343,1863,1,9,한국,한국,정보없음,정보없음,정보없음,드라마,양주남,"허장강,장민호"
870,871,34번가의 기적,정보없음,684000,0.00%,8436000,342,4169,1,21,미국,미국,정보없음,정보없음,전체관람가,코미디,조지 시튼,"모린 오하라,존 페인"
871,872,1번국도,2022-12-08,3588800,0.00%,3588800,340,340,9,66,한국,한국,너머필름,(주)스튜디오 보난자,15세이상관람가,드라마,강경태,"백종환,이지원,민태율,박찬우,김금순,노윤정,감소현,하윤서,정충구,이유진,김아람,이지우,김용희,태이,박선준,윤병호,전성열,이지영,이지은,이지영,강경태,윤병호,안석범,안용해"
872,872,안나푸르나: 비욘드 써밋,2022-07-28,1700000,0.00%,1700000,340,340,5,17,스페인,"스페인,프랑스",정보없음,주식회사 풍경소리,12세이상관람가,드라마,이본 코르멘자나,"하비에르 레이,파트리샤 로페스 아나이스"
873,872,어쌔신 트랩,2022-07-07,1700000,0.00%,1700000,340,340,5,17,이탈리아,이탈리아,정보없음,(주)투케이에스픽처스,15세이상관람가,액션,안드레아 자카리엘로,리카르도 스카마르치오
874,875,나는 나를 해고하지 않는다,2021-01-28,3123300,0.00%,146228800,338,19063,1,6,한국,한국,"(주)홍시쥔,아트 윙",(주)영화사 진진,12세이상관람가,드라마,이태겸,"유다인,오정세,김상규,김도균,박지홍,원태희,이주원,최자혜,강지구,김성미,안용준,강준석,김규리,이예성,조시연,강경미,조민주,박상훈,이종대,강민서,이수빈"
875,875,십계,1973-06-16,717000,0.00%,40728072,338,20726,1,17,미국,미국,파라마운트 픽쳐스,정보없음,전체관람가,드라마,세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
876,877,가무악칠채,2022-03-17,2890000,0.00%,2890000,337,337,10,43,한국,한국,문화체육관광부 국립극장,(주)케빈앤컴퍼니,전체관람가,공연,"손인영,이재화",정보없음
877,878,티코,정보없음,802000,0.00%,1122000,336,476,1,9,이탈리아,"이탈리아,프랑스",정보없음,정보없음,정보없음,드라마,폴코 퀴리치,정보없음
878,879,미녀와 교수,정보없음,670000,0.00%,3378000,335,1630,1,12,미국,미국,정보없음,정보없음,정보없음,멜로/로맨스,하워드 혹스,"게리 쿠퍼,바바라 스탠윅,오스카 호몰카"
879,880,로맨스 빠빠,1960-01-28,794000,0.00%,11627000,334,5755,1,15,한국,한국,신필름,정보없음,15세이상관람가,드라마,신상옥,"신성일,주증녀,최은희,최은희"
880,880,트로트는 인생이다,2022-01-27,3040100,0.00%,4687100,334,517,8,70,한국,한국,㈜드림스테이션,시네마 뉴원,15세이상관람가,코미디,투케이,"장소영,김경진,김동찬,김솔비,장영,김대윤,이서현,최유정,이유신,김유리,박수연,한여름,김대범"
881,882,알라바마 이야기,정보없음,720000,0.00%,10467000,333,4900,1,29,미국,미국,정보없음,정보없음,정보없음,드라마,로버트 멀리건,그레고리 펙
882,882,이조잔영,정보없음,666000,0.00%,2439000,333,1212,1,12,한국,한국,정보없음,정보없음,정보없음,드라마,신상옥,"오영일,문희,이대엽"
883,884,해시태그 시그네,2023-01-11,2988000,0.00%,2988000,332,332,2,2,노르웨이,노르웨이,정보없음,판씨네마(주),15세이상관람가,멜로/로맨스,정보없음,정보없음
884,885,고령가 소년 살인사건,2017-11-23,3191500,0.00%,138442500,331,10809,1,11,대만,대만,정보없음,(주)리틀빅픽쳐스,15세이상관람가,드라마,에드워드 양,"장첸,왕 주안,금연령,장 구주"
885,885,나쁜 교육,2004-09-17,2729000,0.00%,142524500,331,21636,2,43,스페인,스페인,까날 플러스 에스파냐,"해피송,(주)스폰지이엔티,(주)홈초이스",18세관람가,드라마,페드로 알모도바르,정보없음
886,885,지옥의 영웅들,정보없음,662000,0.00%,7084000,331,3442,1,12,미국,미국,정보없음,정보없음,정보없음,액션,돈 시겔,"스티브 맥퀸,바비 다린"
887,888,유레카,정보없음,2466000,0.00%,4351000,327,603,1,4,일본,일본,정보없음,정보없음,정보없음,드라마,아오야마 신지,"사이토 요이치로,야쿠쇼 코지,미야자키 아오이"
888,889,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,2524200,0.00%,275209000,326,33281,1,12,한국,한국,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",전체관람가,애니메이션,히시다 마사카즈,정보없음
889,889,듣보인간의 생존신고,정보없음,1976000,0.00%,4010000,326,581,1,5,한국,한국,정보없음,정보없음,정보없음,다큐멘터리,정보없음,정보없음
890,889,카우,2022-08-11,3368600,0.00%,3770600,326,393,9,74,영국,영국,정보없음,그린나래미디어(주),12세이상관람가,다큐멘터리,안드레아 아놀드,정보없음
891,889,하비 걸,정보없음,662500,0.00%,778500,326,384,1,12,미국,미국,정보없음,정보없음,정보없음,코미디,조지 시드니,주디 갈란드
892,889,햄릿,2022-10-11,8588400,0.00%,8588400,326,326,6,61,미국,미국,정보없음,(주) 인스터 글로벌,12세이상관람가,공연,정보없음,정보없음
893,894,멋진 인생,정보없음,655000,0.00%,19659500,325,8615,1,9,미국,미국,정보없음,정보없음,정보없음,드라마,프랭크 카프라,"제임스 스튜어트,도나 리드"
894,895,람메르무어의 루치아,2022-09-13,8611800,0.00%,8611800,324,324,6,44,미국,미국,정보없음,(주) 인스터 글로벌,15세이상관람가,공연,정보없음,정보없음
895,896,오즈의 마법사,2012-05-03,660000,0.00%,15251500,322,5309,1,17,미국,미국,정보없음,주식회사 마운틴픽쳐스,전체관람가,가족,빅터 플레밍,주디 갈란드
896,897,리스본행 야간열차,2014-06-05,2711000,0.00%,609692336,319,79325,1,31,독일,"독일,스위스,포르투갈",정보없음,(주)나이너스엔터테인먼트,15세이상관람가,미스터리,빌 어거스트,"제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱"
897,897,인터멧조,정보없음,1048000,0.00%,6659000,319,3112,1,12,미국,미국,정보없음,정보없음,정보없음,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
898,899,실록 김두한,1974-12-22,636000,0.00%,6905000,318,3450,1,9,한국,한국,신프로덕션,정보없음,15세이상관람가,액션,김효천,"이대근,이대엽"
899,900,혼도,정보없음,634000,0.00%,7030000,317,3241,1,16,미국,미국,워너 브러더스 픽쳐스,정보없음,정보없음,서부극(웨스턴),존 페로우,"존 웨인,제랄딘 페이지"
900,901,창극 춘향,2022-11-03,2787500,0.00%,2787500,316,316,12,76,한국,한국,문화체육관광부 국립극장,(주)이놀미디어,전체관람가,공연,김명곤,정보없음
901,902,십계,2021-12-02,2631500,0.00%,31971040,314,3678,2,13,미국,미국,정보없음,"(재)CBS,주식회사 블루필름웍스",전체관람가,애니메이션,"빌 보이스,존 스트로나크","벤 킹슬리,크리스찬 슬레이터,알프리드 몰리나,엘리어트 굴드"
902,903,제18회 프라이드스크린 섹션 1. 루피너스,정보없음,2488000,0.00%,2488000,311,311,1,3,기타,기타,정보없음,정보없음,정보없음,기타,정보없음,정보없음
903,904,센티그레이드,2022-06-16,1550000,0.00%,1550000,310,310,5,31,미국,미국,정보없음,(주)비싸이드 픽쳐스,12세이상관람가,기타,정보없음,"제네시스 로드리게스,빈센트 피아자"
904,904,제미나이: 지구 최후의 날,2022-06-09,2170000,0.00%,2170000,310,310,5,31,러시아,러시아,정보없음,(주)누리픽쳐스,12세이상관람가,SF,정보없음,정보없음
905,906,모던 타임즈,1988-07-02,653000,0.00%,57903959,309,9404,1,19,미국,미국,"찰리채플린프로덕션,유나이티드 아티스트",(주)엣나인필름,연소자관람가,코미디,찰리 채플린,"찰리 채플린,파울레트 고다드"
906,907,나바론 요새,1974-07-20,678500,0.00%,24136604,308,12340,1,15,미국,"미국,영국",콜럼비아 픽쳐스 코포레이션,정보없음,12세이상관람가,드라마,J. 리 톰슨,"그레고리 펙,안소니 퀸,데이빗 니븐"
907,908,페이톤 플레이스,정보없음,612000,0.00%,11828000,306,5898,1,8,미국,미국,정보없음,정보없음,정보없음,드라마,마크 로브슨,"라나 터너,리 필립스,로이드 놀랜"
908,909,애정,정보없음,610000,0.00%,6608000,305,3234,1,9,미국,미국,메트로-골드윈-마이어,정보없음,정보없음,드라마,클라렌스 브라운,그레고리 펙
909,909,어페어 투 리멤버,정보없음,573500,0.00%,23352500,305,11469,1,28,미국,미국,이십세기폭스필름코퍼레이션,정보없음,정보없음,드라마,레오 맥커레이,"캐리 그랜트,데보라 카,리차드 데닝"
910,909,이스터 선데이,2022-12-28,3028600,0.00%,3028600,305,305,28,110,미국,미국,정보없음,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,코미디,제이 챈드라세카,정보없음
911,912,픽션들,2022-11-24,2937000,0.00%,2937000,304,304,9,79,한국,한국,경 필름,영화배급협동조합 씨네소파,15세이상관람가,드라마,장세경,"김권후,이태경,박종환,구자은,김민우,박인화,박병철,최원정,고명찬,이한주,주은실,황자미,김일두,김재식,김미미,최치준,최원욱,한윤서"
912,913,꼬방동네 사람들,1982-07-17,3796000,0.00%,5252000,303,537,4,13,한국,한국,정보없음,정보없음,청소년관람불가,드라마,배창호,"김보연,김희라,안성기,홍성민,김지영"
913,913,내시,정보없음,606000,0.00%,13234000,303,6595,1,11,한국,한국,신필름,정보없음,정보없음,드라마,신상옥,"신성일,윤정희,남궁원,박노식,도금봉,김혜정"
914,913,심장소리,정보없음,2241000,0.00%,2241000,303,303,1,2,한국,한국,정보없음,정보없음,정보없음,기타,이창동,"김건우,전도연,설경구,강주리,이한별,김수현,서지호,이지원,송원수,이중옥,김학선,박옥출,백승진,신윤숙,이예린,박옥출,박보경,이재덕"
915,913,어느 가족,2018-07-26,2953300,0.00%,1442868700,303,175051,1,13,일본,일본,정보없음,(주)티캐스트,15세이상관람가,드라마,고레에다 히로카즈,"릴리 프랭키,안도 사쿠라,마츠오카 마유,키키 키린,죠 카이리,사사키 미유,이케마츠 소스케"
916,917,바람과 함께 사라지다,1972-12-23,538000,0.00%,110686410,302,29926,1,16,미국,미국,메트로-골드윈-마이어,(주)피터팬픽쳐스,12세이상관람가,드라마,빅터 플레밍,"클라크 게이블,비비안 리,레슬리 하워드"
917,917,워터 프론트,정보없음,614000,0.00%,10687000,302,5322,1,12,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음
918,919,춤추는 대뉴욕,정보없음,602000,0.00%,4155000,301,1703,1,9,미국,미국,메트로-골드윈-마이어,정보없음,12세이상관람가,코미디,스탠리 도넌,"진 켈리,프랭크 시내트라"
919,920,오두막,2017-04-20,2684000,0.00%,598687000,300,78010,1,3,미국,미국,정보없음,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,"샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,에밀리 홈즈"
920,920,우주에서 가장 밝은 지붕,2022-03-17,1500000,0.00%,1500000,300,300,2,15,일본,일본,정보없음,트윈플러스파트너스(주),전체관람가,판타지,후지이 미치히토,"키요하라 카야,이토 켄타로,미즈노 미키"
921,922,사랑방 손님과 어머니,정보없음,598000,0.00%,8931500,299,4437,1,18,한국,한국,정보없음,정보없음,정보없음,드라마,신상옥,"최은희,전영선,김진규,도금봉"
922,922,헬 카운트,2022-11-17,1503000,0.00%,1503000,299,299,4,31,미국,미국,정보없음,씨네라인월드(주),15세이상관람가,공포(호러),브렌든 멀다우니,"엘리샤 커스버트,이오인 맥큰"
923,924,수색자,정보없음,596000,0.00%,16523000,298,7498,1,9,미국,미국,워너 브러더스 픽쳐스,정보없음,정보없음,액션,존 포드,"존 웨인,제프리 헌터,나탈리 우드,베라 마일즈"
924,924,애혼,정보없음,523000,0.00%,5447000,298,2426,1,13,미국,미국,워너 브러더스 픽쳐스,정보없음,정보없음,정보없음,존 페로우,"존 웨인,라나 터너,데이빗 파라"
925,926,눈감은 여름,2022-06-30,1490000,0.00%,1490000,297,297,6,28,베트남,베트남,정보없음,주식회사 콘텐츠플레이,12세이상관람가,드라마,정보없음,응우옌 콩 닌
